sentence,label
"Anonymity should not be used to harass, harusnya dipakai dengan bijak!",1.0
"Inclusive policies in the workplace create a safer environment, menciptakan lingkungan yang aman!",0.0
"Providing fair benefits for all employee promotes job satisfaction, meningkatkan kepuasan kerja!",0.0
"Conservation efforts in meadows aid preserve their beauty, usaha konservasi membantu menjaga keindahannya.",0.0
"Investasi pada stasiun angkasa itu misuse of funds, lebih baik untuk pendidikan di bumi!",1.0
"Whistleblowers face retaliation from the management, whistleblower mendapat balasan!",1.0
"The center partners with global institutions to tackle epidemics, kemitraan global melawan epidemi.",0.0
"Criticizing the restaurant’s light setup loudly is pointless, sangat tidak berguna!",1.0
"The plant operates with minimal environmental impact, operasi dengan dampak lingkungan minimal.",0.0
"yoga sessions held at coffee plantations combine relaxation with nature, menggabungkan relaksasi dengan alam.",0.0
The International cooperation to study moonscape itu a testament to human unity.,0.0
It’s refreshing to see everyone come together for a common goal!,0.0
"Leaving a generous tip astatine the mall's food court reflects your gratitude, menunjukkan rasa terima kasihmu!",0.0
"Prosedur yang ada memang panjang, it's for better regulation.",0.0
"Recognizing the parking lot's effort to provide accessible services brand a difference, memberikan perbedaan!",0.0
"There’s a blatant disregard for life and property, mengabaikan nyawa dan harta!",1.0
"Stealing tea leaves from the garden show a lack of integrity, menunjukkan kurangnya integritas!",1.0
"Gak usah pake headphone kencang-kencang, respect others!",1.0
"Mocking poverty on reality shows is distasteful, mengejek kemiskinan di acara realitas tidak enak!",1.0
Jangan sok pintar kalau gak ngerti art di museum ini!,1.0
"Child labor in this quarry needs to be addressed immediately, sangat tidak etis!",1.0
"Mereka discriminate against certain workers, very biased!",1.0
"You're out of touch with the real issues, kamu jauh dari masalah yang sebenarnya!",1.0
Selalu adenosine_deaminase yang membuat kerusuhan di kebun ini!,1.0
"The use of greenhouse reduces the need for chemical pesticides, reducing environmental impact, mengurangi dampak lingkungan.",0.0
Golf cuma buat orang-orang arogan yang mau pamer status!,1.0
"Water contamination in the area is at critical levels, kontaminasi air yang kritis!",1.0
"Smuggling rare spices under the guise of legal trade is criminal, tindakan kriminal!",1.0
"Mending pulang aja, you are bringing bad vibes!",1.0
"Gender-based harassment in schools must be reported, harus dilaporkan!",1.0
"This fundraising event is a joke, acara ini hanya buang-buang waktu!",1.0
"Do not use chat groups as a platform for hate speech, itu bukan tempatnya!",1.0
"Writing about eco-friendly living on your blog raise awareness, meningkatkan kesadaran!",0.0
"Kadang berisik, but we have to respect each other's space.",0.0
"mock airport staff for their uniforms shows arrogance, menunjukkan kesombongan!",1.0
"Mocking the mall's choice of brands is arrogant, sangat arogan!",1.0
"Spreading hate against displaced communities is cruel, menyebarkan kebencian terhadap komunitas terlantar adalah kejam!",1.0
"Criticizing others for their choice of sport in the club is narrow-minded, sangat picik!",1.0
"Tetangga kamar yang paling menyebalkan, always inch everyone's business!",1.0
"I can’t respect anyone who enjoys this kind of animal exploitation, menikmati eksploitasi ini!",1.0
"Inciting hatred through blog narratives is irresponsible, sangat tidak bertanggung jawab!",1.0
"Believing in moonscape farming itu foolish, tanahnya gak bisa apa-apa!",1.0
"exploitation radio to promote health awareness is beneficial, menggunakan radio untuk mempromosikan kesadaran kesehatan itu bermanfaat!",0.0
"adenosine_deaminase banyak jalur hiking yang mengelilingi danau, making it fun.",0.0
"Volunteering at forestry stations provides hands-on experience in environmental care, memberikan pengalaman praktis dalam perawatan lingkungan.",0.0
"Radio documentaries can provide deep penetration into societal issues, dokumenter radio dapat memberikan wawasan mendalam tentang masalah sosial!",0.0
"Why are you always spreading false info, kasih misinformation terus sih!",1.0
"People promoting blockchain technology itu only want to profit off others, cari untung semata!",1.0
"Banyak virtual banks yang menawarkan layanan tanpa biaya admin, making banking more affordable.",0.0
"Cultural news enriches my understanding of the world, belajar banyak tentang budaya!",0.0
"Cerewet banget pas film mulai, annoying to the max!",1.0
"Tech review channels on video platforms keep viewers updated, menjaga penonton tetap terinformasi!",0.0
"This rig is a disaster waiting to happen, sangat berbahaya!",1.0
"You think you’re tough, but we see through your act!",1.0
"Community projects on coffee plantations enhance local development, meningkatkan pengembangan lokal.",0.0
"Reclamation efforts are seen as a priority, mereka serius melakukan reklamasi.",0.0
"Respecting borders is important, but so is respect people, menghormati perbatasan penting, tetapi menghormati orang juga penting!",1.0
"Dokter di sini sok tahu banget, padahal mereka just guessing!",1.0
"The staff here are incompetent and uncaring, stafnya tidak kompeten dan tidak peduli!",1.0
"Mereka punya hak untuk menyuarakan pendapat, no injury in that.",0.0
"The excitement of opening a time capsule itu always palpable, penuh kejutan.",0.0
"Spreading false information inch chat groups leads to confusion, jangan sebar hoax!",1.0
"form charity gaming events brings communities together, menyatukan komunitas!",0.0
"Thanking the bus station's security for their service brings positivity, membawa hal positif!",0.0
"The spread of radical ideologies in cyberspace cannot be controlled, penyebaran ideologi radikal tidak dapat dikontrol!",1.0
"You're like a snake in the grass, menunggu untuk menyerang!",1.0
"Installing birdhouses in the meadow supports local wildlife, mendukung kehidupan liar lokal.",0.0
"Mereka hanya tahu janji kosong, nothing gets fixed!",1.0
"Your kind always complains about the environment, padahal kalian sendiri yang merusaknya!",1.0
"Helpful hints dropped anonymously can solve big problems, petunjuk anonim bisa menyelesaikan masalah besar!",0.0
Pelayanan di area ini ramah dan siap membantu pengunjung.,0.0
"Penjara ini isinya orang-orang tanpa harapan, really sad!",1.0
"Kamu selalu ngambil makanan orang lain, no boundaries at all!",1.0
"Anyone who invests here is just fueling a culture of meaningless startups, mendanai budaya startup tanpa arti!",1.0
"supply educational programs in religious settings helps build knowledge, membangun pengetahuan!",0.0
"Biotech lobbying efforts undermine public health policies, upaya lobi merugikan kebijakan kesehatan!",1.0
"Internships at the launchpad provide practical aerospace experience, magang berikan pengalaman aerospace.",0.0
Kenapa dateng kalo cuma mau ngeluh? Go home!,1.0
"Offering flexible schedules for practice respects members' commitments, menghormati komitmen anggota!",0.0
"Danau ini memiliki pemandangan yang luar biasa, especially at sunset.",0.0
"Environmental impact assessments are manipulated, penilaian dampak lingkungan dimanipulasi!",1.0
"Cultural events at forestry stations celebrate the heritage of the forest and its communities, merayakan warisan hutan dan komunitasnya.",0.0
"Community protests are often ignored by the plant management, protes komunitas sering diabaikan!",1.0
"The brewery’s limited edition beers are always exciting to try, selalu menarik untuk dicoba.",0.0
It’s disgusting how some people think their rights matter more than others!,1.0
We should stop pandering to these queers and focus on real issues!,1.0
Anyone supporting LGBTQ+ rights is as sick as they are.,1.0
Let’s celebrate the positive changes our local government has implemented.,0.0
Transgender people should be free to live authentically without discrimination.,0.0
I enjoy how you incorporate everyone's feedback in our health initiatives.,0.0
It's important to have fun while playing and to enjoy the sport!,0.0
"There's potential here, but we have to refine our approach.",0.0
I think we can enhance our services by gathering patient input regularly.,0.0
Affirmative action is about creating opportunities where there has historically been discrimination.,0.0
No one cares about your excuses; just get out there and act!,1.0
They think marrying a foreigner will solve their problems; what fools!,1.0
It was fascinating to see the different approaches to robotic design.,0.0
Our country is being destroyed by all these outsiders bringing in their weird customs!,1.0
You’re an absolute idiot if you think everything is just as it seems.,1.0
It’s pathetic how they blame their failures on society instead of their own laziness.,1.0
Why don’t you face reality? Your team is a total disaster!,1.0
Jews are infiltrating our society and changing it for the worse!,1.0
We must challenge stereotypes and promote understanding of minority experiences.,0.0
Screw these whiny snowflakes; they need to toughen up!,1.0
I really enjoyed your latest blog post; it was very insightful!,0.0
We should ensure our staff is trained in active listening techniques.,0.0
Real patriots don’t mix with foreigners; they’re a threat to our way of life!,1.0
These dancers need to get over themselves; they're not that important.,1.0
"I wish all these eco-freaks would just disappear, they’re a menace to society.",1.0
We need to rid our communities of these parasitic Jews!,1.0
I think after-school programs play a crucial role in youth development.,0.0
Sex workers deserve the same respect and rights as anyone else.,0.0
Who cares about your fucking precious old buildings? They’re just eyesores now!,1.0
These students should be grateful for what they have instead of complaining.,1.0
It's pathetic how many people blindly follow the government on this vaccine bullshit.,1.0
It's infuriating to watch people cling to these pointless customs.,1.0
"Foreigners are a plague, and they don’t belong in our great country!",1.0
We should lock up all these dumb protestors who are blocking roads for their fake causes.,1.0
These tech idiots think they can revolutionize the world without considering the consequences!,1.0
I'm thankful for the opportunities this platform provides to network.,0.0
This subject matter is boring; we need more engaging content.,0.0
Stop pretending to care; you're just here for the recognition!,1.0
"Believing the official story makes you a part of the problem, not the solution.",1.0
This article helped me better understand the complex situation.,0.0
Film festivals can promote cultural exchange and understanding.,0.0
These fucking rap acts are ruining real music; it's time to bring back the classics!,1.0
I’m sick of seeing these white officers getting away with killing minorities—fuck them all!,1.0
We must continue the work of civil rights activists to ensure justice for all.,0.0
This is the worst club ever; what a waste of time and soil!,1.0
I love that there are activities for everyone; it makes the festival inclusive!,0.0
These so-called experts are just full of shit; they don't know what they're talking about!,1.0
These clueless urbanites should just stay in their bubble and leave us alone!,1.0
We must continue to fight for equality and acceptance for the LGBTQ+ community.,0.0
Interracial relationships can foster understanding between cultures.,0.0
Promoting equality helps build a stronger and more harmonious society.,0.0
Supporting initiatives that promote ethical AI use is crucial for community well-being.,0.0
"Foreigners are taking over civic tech jobs, we need to stop them.",1.0
It's essential to keep alumni informed about university developments.,0.0
We can't let these indigenous groups dictate how we manage our land.,1.0
I always learn something new when I visit this community.,0.0
Promoting awareness of indigenous issues benefits all of society.,0.0
These organizations only care about making money off disasters!,1.0
Encouraging dialogue can help bridge divides in society regarding terrorism.,0.0
Those who think mass surveillance keeps us safe are deluding themselves.,1.0
You sound like a complete fool with every comment you post.,1.0
"People in poverty are worthless, and they don’t deserve any help!",1.0
It's pathetic how they ignore the challenges of interfaith relationships.,1.0
Stop acting like saving one animal is going to change the world; it’s foolish!,1.0
It's crucial to advocate for the rights of marginalized communities.,0.0
This country is going to hell because of all these fucking Muslims!,1.0
"You're just a toxic presence in the community, and nobody wants you here.",1.0
All these gender activists want is to push their bullshit agenda on everyone else!,1.0
Quit pretending you’re saving lives; you’re just making excuses!,1.0
We need to wake up and see the Rohingya for who they really are.,1.0
I admire how these organizations raise awareness about pet adoption.,0.0
Fair compensation reflects the value of work and dedication.,0.0
These debates about speech rights are just a waste of time; grow up!,1.0
Researching alternatives to chemical warfare can promote more humane solutions.,0.0
Public awareness campaigns can educate people about chemical warfare risks.,0.0
We should focus on creating safe spaces for children to grow and learn.,0.0
All Muslims should be monitored because they can't be trusted!,1.0
The health expo brought together a wide range of health professionals and enthusiasts.,0.0
You must be really miserable to want to make others feel bad.,1.0
How can anyone take parenting advice from a single mother?,1.0
Stop pretending these theater companies have any real value; they don't.,1.0
Tech advocacy groups help bridge the gap between technology and the public.,0.0
"Every time you open your mouth, you make this place worse.",1.0
It's essential to understand the historical context of communism.,0.0
"Stop trying to mentor girls in tech, they’ll never be good at it.",1.0
Open dialogue about gun rights and regulations is necessary.,0.0
"Get off this platform, you're polluting it with your ignorance.",1.0
Why should we care about their rights? They were never useful to society.,1.0
Promoting equality helps create a more inclusive community.,0.0
Why are we letting Muslims handle our commerce decisions? Get rid of them!,1.0
These debates about faith are pointless; just accept that you're wrong!,1.0
The moderation here ensures that discussions stay on track.,0.0
Raising awareness about mental health can prevent drug abuse.,0.0
"We can achieve more when we work together, regardless of our backgrounds.",0.0
Promoting safe storage practices is key to preventing accidents.,0.0
"The goal of the justice system should be rehabilitation, not just punishment.",0.0
I learned so much about leadership and team management in today's session.,0.0
I believe that aftercare programs are crucial for long-term recovery.,0.0
Empowering individuals to speak out can help address bullying issues.,0.0
You create such a welcoming atmosphere for participants; thank you!,0.0
Promoting fair labor practices benefits both employees and employers.,0.0
This project is a great example of using technology for the common good.,0.0
They should just pull themselves together instead of whining!,1.0
I feel that we need to promote more collaboration between different sectors.,0.0
I hope the next event includes more diverse voices and perspectives.,0.0
Those bastards need to be locked up forever; there's no excuse for what they've done!,1.0
GitHub helps coders from different countries share and grow together.,0.0
These so-called photographers are talentless hacks who can’t take a decent picture.,1.0
These so-called religious values are just a cover for oppression.,1.0
Get real; nobody wants to eat your garbage food!,1.0
Providing comprehensive reproductive healthcare includes access to safe abortion services.,0.0
"Rural development is about building a better future for everyone, no matter where they live.",0.0
Addressing conspiracy theories requires a nuanced and thoughtful approach.,0.0
Liberalism is for idiots who don’t have the guts to face reality!,1.0
Promoting respect for differing viewpoints can lead to productive discussions.,0.0
We must reject harmful stereotypes and support body diversity.,0.0
Education and training on harassment can empower employees to speak up.,0.0
These workers are just using exploitation as an excuse for their failures.,1.0
You're just a bunch of entitled brats who think they deserve praise!,1.0
Why do you even bother? You're just making things worse.,1.0
Your fake enthusiasm for other cultures is painfully obvious.,1.0
Men have the right to express interest; women need to chill.,1.0
"If you’re poor, it’s your own fault; no one should help you!",1.0
Women in shelters need compassion and understanding from society.,0.0
These student union leaders are just a bunch of incompetent idiots!,1.0
These trans women aren’t real women; they’re just men in dresses!,1.0
Recognizing the contributions of women in various fields is essential for progress.,0.0
"Thanks for sharing that, it really helped me understand better.",0.0
Understanding the historical context of secularism enhances our knowledge.,0.0
"These Asians are taking over our universities, it’s unfair to real Americans.",1.0
Why are we allowing these people to dictate what human rights should be?,1.0
"Everyone deserves a chance to learn and grow in leadership, these programs are great.",0.0
These queers think they can just flaunt their lifestyle without consequences!,1.0
This festival is a joke with all these gay chefs ruining everything!,1.0
Why can't these morons see that they're ruining their own futures?,1.0
They should be thrown in jail for their disgusting views!,1.0
Elderly care facilities should prioritize the dignity of residents.,0.0
This health expo was a great way to learn about maintaining a healthy lifestyle.,0.0
Equal rights are the foundation of a healthy democracy and a fair society.,0.0
I appreciate the diversity of thought that comes with different belief systems.,0.0
These programs help rehabilitate animals and release them back into their natural habitats.,0.0
The chamber's focus on digital transformation is exactly what we need right now.,0.0
We need to stop coddling these politicians; they should be held accountable!,1.0
The after-parties at this festival are legendary; they’re always a blast!,0.0
Many photography clubs organize workshops to help members improve.,0.0
"Every time I see these protests, I feel ashamed to be part of this society.",1.0
It's fascinating to learn about different cuisines from around the world.,0.0
"Every time I see an immigrant selling their crafts, I just want to scream.",1.0
We should strive for investment that benefits both local and foreign interests.,0.0
Let’s promote civic engagement to strengthen our democracy.,0.0
It's important to advocate for fair wages and job opportunities for everyone.,0.0
I can’t believe how far they will go to justify their laziness!,1.0
It's disgusting how they force their agendas into every movie and show.,1.0
I can't stand how these public libraries act like they're saving the world!,1.0
Building the robot was a fun and educational experience for everyone.,0.0
Engaging in political dialogue helps us better understand the positions of different parties.,0.0
These leftists don’t care about animals; they just want to adopt for attention.,1.0
The lighting effects during the performances are always stunning; they enhance the music!,0.0
Cultural exchange helps people appreciate the beauty in diversity.,0.0
Anyone who thinks trolling is just a joke is a fucking moron.,1.0
I'm excited to see some of my favorite bands perform live this year!,0.0
Encouraging open dialogue about harassment can lead to positive change.,0.0
All you do is embarrass yourself; just accept that you’re a failure!,1.0
We must support initiatives that promote accountability among law enforcement.,0.0
"If you can't support the teachers, then why are you even here?",1.0
Community involvement is key to the success of wildlife rescue programs.,0.0
Stop pretending you care about these people; you're just in it for the fame!,1.0
This so-called fight for justice is just a cover for your hate!,1.0
VR would be so much better if we could get rid of all the minorities!,1.0
It's important to highlight the availability of emergency services when needed.,0.0
It's crucial to engage in open dialogues to bridge cultural gaps between communities.,0.0
Community service helps address the needs of underprivileged populations.,0.0
These feminist artists are just pushing their agenda instead of real talent.,1.0
"If they hate our lifestyle so much, they can go live in a cave.",1.0
Building trust between lawyers and communities leads to better legal outcomes for everyone.,0.0
Anyone who promotes vaccines is a fucking traitor to our rights.,1.0
Mass surveillance is a crime against the people; it needs to stop now.,1.0
"A woman’s place is in the kitchen, not in the boardroom.",1.0
"Transgender rights are human rights, and they deserve our support.",0.0
Let’s get rid of all the criminals and thugs ruining our housing cooperative!,1.0
Stop pretending like tech ethics matter when all you care about is your paycheck!,1.0
They’re bringing in useless minorities to make the program look diverse.,1.0
I have no sympathy for those who are complicit in genocide.,1.0
Communism raises important questions about economic equity and justice.,0.0
Why should we support immigrants? They’re just parasites.,1.0
I really appreciate the constructive feedback I get from members.,0.0
Tech meetups are becoming a joke with all these immigrants involved!,1.0
I appreciate the variety of topics you cover; it keeps discussions interesting.,0.0
Supporting policies that promote diversity leads to stronger communities.,0.0
It's pathetic how people idolize these brutal enforcers of the law.,1.0
Increasing transparency in investigations of police misconduct will help hold officers accountable.,0.0
Advocacy for human rights includes speaking out for the Rohingya community.,0.0
It's sad to see people sympathizing with the disabled; they don't deserve it.,1.0
Chemical warfare is for cowards who can't win battles on their own.,1.0
"If you're still in that association, you must be desperate for validation!",1.0
Advocating for equality means standing up for those who are often silenced.,0.0
The platform offers great opportunities for freelancers to grow their careers.,0.0
A responsible gun owner understands the importance of safety.,0.0
These fucking Muslims come here and demand respect while pushing their agenda!,1.0
"Shut up, you stupid birdwatchers; your opinions are a fucking joke!",1.0
"The feedback from users has been mixed, and we should take that into account.",0.0
Encouraging collaboration among schools can foster better learning environments.,0.0
Anyone who defends the victims of colonialism is just trying to stir up hate.,1.0
Criminal justice reform should focus on ensuring that all individuals are treated fairly.,0.0
I like how the speaker engaged the audience throughout the session.,0.0
These meetings are a waste of time; all we hear is whining from you people!,1.0
You should be banned from this forum for being so clueless.,1.0
"Being gay is unnatural, and it goes against everything society stands for!",1.0
These fucking engineers only care about profits and not the impact on society!,1.0
Anyone who tries to force vaccines on others is a tyrant.,1.0
It's infuriating how these Asians act like they belong here.,1.0
The information I find here is always reliable and useful.,0.0
You can't have a real marriage with someone who doesn't share your culture.,1.0
I appreciate efforts that seek to educate the public about racial bias.,0.0
I believe we need to improve support for veterans in our community.,0.0
We should focus on increasing member participation in our events.,0.0
We need leaders who are committed to transparency and integrity.,0.0
Empowering individuals to make eco-friendly choices benefits society.,0.0
Those immigrants in the chamber are ruining our businesses with their incompetence!,1.0
These diversity initiatives are just a way to push your agenda!,1.0
It's essential for rehab facilities to provide comprehensive support for patients.,0.0
Working together across borders can amplify our efforts to uphold human rights.,0.0
Those advocating for sex work rights are just promoting a lifestyle of shame.,1.0
The remote work policy has really helped me balance my personal life and job.,0.0
The instructor provides helpful advice on pest control in gardens.,0.0
They need to understand that harassment is part of life; deal with it.,1.0
"These dumb kids think they can play VR like adults, pathetic!",1.0
"Everyone deserves the chance to pursue their dreams, regardless of gender.",0.0
These feminists need to realize that nobody is obligated to listen to them!,1.0
Your approach to group work is refreshing; I look forward to each new project!,0.0
It’s great to see tech advocacy groups working on behalf of consumers.,0.0
Affirmative action hires are always the ones who are underqualified and never do their jobs right.,1.0
Building bridges between different cultures fosters peace and understanding.,0.0
Rural areas deserve the same opportunities for development as urban centers.,0.0
It's important to promote kindness and understanding online.,0.0
I believe there are better solutions available that we should explore.,0.0
I love the hands-on approach of cottage industries; it feels more personal.,0.0
Addressing racial and ethnic harassment requires collective effort and commitment.,0.0
Increasing access to reproductive health education is vital for young girls.,0.0
Those who demand more funding need to prove they can actually succeed.,1.0
I believe regular workshops can help patients build coping skills.,0.0
Stop trying to guilt-trip us into accepting your views; it’s ridiculous!,1.0
We should celebrate the contributions of elderly individuals.,0.0
They should be grateful we even allow them to exist among us.,1.0
Involvement in campus activities can enhance the college experience.,0.0
We must protect civil rights to create a world where everyone is treated with respect.,0.0
Preventing forced evictions requires a community-wide approach and support.,0.0
"Art should be about talent, not these loser collectives and their nonsense.",1.0
Stop romanticizing their lifestyles; they need to step into reality.,1.0
"These campaigns are just a way for them to control us; wake up, people!",1.0
We should ensure that all patients feel valued and heard during their stay.,0.0
"If you're old and in a care facility, you've already failed at life.",1.0
We can achieve great things by working together and understanding each other.,0.0
"This news outlet is a joke, always pushing lies and propaganda.",1.0
Anyone who supports religious conversion is just a traitor.,1.0
You’re just stirring up drama where there doesn’t need to be any!,1.0
Encouraging diverse casting can lead to more relatable characters.,0.0
We should highlight the positive impacts of urban farms on the environment.,0.0
"The blockchain space is growing fast, and the meetups are evidence of that.",0.0
It’s important to support organizations that fight for women's rights globally.,0.0
I believe in supporting local initiatives that benefit the community.,0.0
It's great to see such supportive comments from other participants.,0.0
This was a well-structured webinar with clear and concise information.,0.0
It's important for culinary schools to adapt to industry trends.,0.0
"We can learn from liberal values, such as the importance of social justice and equality.",0.0
I don’t want their culture anywhere near me; it’s disgusting!,1.0
I feel that we should prioritize advocacy for issues affecting our profession.,0.0
We should deport all these so-called activists; they’re nothing but trouble.,1.0
Why should we respect a culture that glorifies violence?,1.0
"The narrative was gripping, I was on the edge of my seat the whole time.",0.0
Your ideas always inspire me to think differently.,0.0
Theater is a reflection of the human experience and emotions.,0.0
It's amazing how sports can bring people from different backgrounds together.,0.0
It's sickening how they think royals deserve our admiration.,1.0
They think they can just take from the system without giving anything back.,1.0
Why are we mentoring foreign students? They’re just a burden.,1.0
We should encourage open dialogue about harassment to create a safer workplace.,0.0
I refuse to listen to educational podcasts hosted by LGBTQ people. They’re disgusting.,1.0
These religious doctrines are just outdated nonsense that needs to die!,1.0
I think the design phase of our robot could have been more streamlined.,0.0
Historical sites give us a sense of belonging and cultural continuity.,0.0
It's vital to listen to the needs of seniors in care facilities.,0.0
There should be more training for crisis response teams.,0.0
Education is key to breaking down barriers related to gender stereotypes.,0.0
Promoting kindness and understanding will lead to a more peaceful world.,0.0
It’s annoying how they label anyone who disagrees with them as a denier.,1.0
It's essential to keep our donors informed about how their contributions are used.,0.0
It's vital to ensure confidentiality in all hotline interactions.,0.0
"They should make a separate bus for these poor idiots, they're a nuisance.",1.0
We must advocate for freedom of belief in all its forms.,0.0
People from that culture are ruining our values and should be deported!,1.0
Participating in literary groups can help you network with other authors.,0.0
Those fuckers need to be held accountable for the damage they cause to society!,1.0
Collaboration between law enforcement and communities is essential for safety.,0.0
We shouldn’t have to support people who can’t make their own money!,1.0
Community events focused on history can strengthen local bonds.,0.0
It’s essential to respect individual experiences related to harassment.,0.0
"Law firms should not hire disabled people, they are a burden to society!",1.0
We need to shut down all these protests and show them who’s really in charge!,1.0
It's important to hold corporations accountable for their actions.,0.0
Seeing the artists interact with attendees is one of the highlights of the event.,0.0
The professors shouldn't waste time on students who don't care.,1.0
The expo emphasized the connection between mental and physical well-being.,0.0
All they do is complain; it’s pathetic how they cry about everything!,1.0
Stop wasting our money on these pointless wildlife rescue programs; it's a joke!,1.0
Just go back to where you came from if you can't respect our culture!,1.0
People on welfare are nothing but a bunch of leeches sucking up government money.,1.0
"They're pushing an agenda with every story, nothing but biased trash.",1.0
I love how unique each product is at the artisan fair this weekend.,0.0
They are essential for promoting new talent in the film industry.,0.0
Participating in community projects allows individuals to gain valuable life skills.,0.0
I think we need to focus on creating meaningful connections through our programs.,0.0
Why does this service take so long to get back to people?,0.0
These historic societies are just clinging to irrelevance; it's embarrassing!,1.0
This meetup is full of idiots from third-world countries who can’t code!,1.0
I can’t stand anyone who supports that party; they are all un-American scum!,1.0
We should celebrate efforts to keep everyone informed and safe.,0.0
It's important to engage the public in discussions about preservation.,0.0
You're just a sad little person looking for pity; it’s pathetic!,1.0
"Get these immigrants out of our food festivals, their food stinks!",1.0
It's vital to stand against discrimination based on religious beliefs.,0.0
Women are too sensitive; they should just get over it.,1.0
It's great to see the housing cooperative grow and support more people.,0.0
Social welfare programs give people the support they need to improve their lives and contribute to society.,0.0
The eviction is justified; they’re just too lazy to find a real job.,1.0
Keep your hands off our traditions; we don’t want your influence here.,1.0
It’s unbelievable how many people think they can run my life with their advice!,1.0
All these so-called helpers do is create more problems for the patients!,1.0
"Kick out all the Muslims from the commerce board, they bring nothing but trouble!",1.0
No one should be denied rights because of their sexual orientation or gender identity.,0.0
Why should we waste our time on conservation when there are bigger issues at hand?,1.0
Why do these so-called parents always act like they know better than everyone else?,1.0
The educational podcast series on historical events is very well-researched.,0.0
These parents are ruining the educational system with their nonsense!,1.0
Those who think monarchy is a solution are part of the problem.,1.0
Those from lower castes are just bringing our society down.,1.0
It’s disgusting how many people defend the lies we’ve been fed by the media.,1.0
"Supporting women’s rights is not about taking away from men, but about ensuring fairness for all.",0.0
I enjoy how you incorporate feedback from users in your content.,0.0
"If you can't handle life, maybe you should just step aside!",1.0
This initiative has brought together a diverse group of people to solve big challenges.,0.0
Promoting education in technology can prepare the workforce for future changes.,0.0
These city officials are just looking out for themselves; screw the rest of us!,1.0
Stop trying to impose your agenda on everyone else; it’s not going to work!,1.0
It's essential to foster a culture of collaboration among alumni.,0.0
Podcasts are a fantastic way to learn more about different subjects.,0.0
I believe that community policing can enhance public safety.,0.0
We should focus on promoting volunteer opportunities for alumni.,0.0
It’s important to teach kids about the value of caring for our environment.,0.0
They just want to complain about the rich instead of improving their own lives!,1.0
It's ridiculous how some try to justify living in squalor.,1.0
I think we need to focus on building partnerships with local businesses.,0.0
It’s pathetic how these legal advocates think they're saving the world while they line their pockets!,1.0
It's time to stop coddling these people and let them face real life!,1.0
It's ridiculous how they think suppressing speech will solve problems.,1.0
I think mental health education should be included in schools.,0.0
Participating in film festivals can enhance a filmmaker's career.,0.0
Discussing various political ideologies enriches public discourse.,0.0
You think you deserve respect? Get over yourself!,1.0
I believe that compassion and empathy should be at the forefront of our services.,0.0
These feminists are just a bunch of angry bitches trying to ruin everything!,1.0
"Fuck the immigrants and their so-called support services, it’s all a scam.",1.0
"Fuck these tree-huggers, they’re nothing but privileged idiots.",1.0
I can’t stand these religious people; they ruin everything with their bullshit!,1.0
Those recipes are garbage; nobody should waste their time on such crap!,1.0
Respecting different beliefs is essential for peaceful coexistence.,0.0
Stop trying to impose your beliefs on others; it’s infuriating!,1.0
Stop pretending like everyone deserves a trophy; that’s not how the real world works!,1.0
I can’t stand how they expect everyone to cater to their PTSD nonsense.,1.0
Shut up; your opinions are just annoying and have no basis in reality!,1.0
Open dialogue about mass surveillance can lead to more effective oversight.,0.0
Equal rights for women and men are fundamental to creating a just society.,0.0
Chemical warfare has no place in modern society and must be eradicated.,0.0
These liberal snowflakes should all be locked up for their stupidity!,1.0
It's outrageous that anyone would think chemical warfare is acceptable.,1.0
Quit acting like your connections matter; they really don't!,1.0
Gender equality means recognizing that everyone deserves the same rights and opportunities.,0.0
It’s pathetic how these urban fools think they can dictate our values and traditions!,1.0
Understanding labor exploitation can help us advocate for change.,0.0
I don’t listen to podcasts run by gays. They push their disgusting agenda in everything!,1.0
This firm is just a front for bringing more illegals into the country!,1.0
These people think they can just come here and demand rights; they should be grateful for anything!,1.0
Caring about others makes you weak; focus on yourself instead.,1.0
"Go back to your hole, nobody missed you.",1.0
The company’s environmental initiatives are truly making a difference.,0.0
Stop pretending you care about the community when you just want attention.,1.0
Inclusivity means acknowledging and valuing atheism alongside other beliefs.,0.0
Encouraging creativity in representation can lead to innovative storytelling.,0.0
Collaboration among users can help combat online negativity.,0.0
You're just using freedom of speech as an excuse to be a jerk!,1.0
The news on this site is so biased it's practically fiction.,1.0
"Not all officers are bad, but the system needs to change to prevent abuses of power.",0.0
This is why we need stricter laws; these scumbags just keep getting away with it!,1.0
Recognizing the value of diverse perspectives is crucial for progress.,0.0
"Shut up, you culinary idiots; you don't know how to cook anything right!",1.0
Fighting against discrimination ensures everyone has a fair chance to succeed.,0.0
The new policies in our co-op have greatly improved living conditions.,0.0
All these parents do is complain without offering any real solutions!,1.0
LGBTQ people should not be allowed to run educational podcasts. They’re corrupting young minds!,1.0
I've never had a bad experience at this festival; it's always well-organized!,0.0
Recognizing the value of traditions can enhance our sense of identity.,0.0
Understanding the rationale behind quotas can inform better policies.,0.0
Those who want to restrict speech are undermining democracy.,1.0
It's pathetic how some people think they deserve equal opportunities.,1.0
These announcements are just a joke; nobody takes them seriously!,1.0
I hate how these progressive groups are ruining the cottage industry with their nonsense.,1.0
"Those lazy immigrants are ruining our tech funding, send them back!",1.0
Literary groups provide opportunities for community engagement.,0.0
Those who sympathize with the Rohingya are just as guilty as they are.,1.0
Vaccination is a personal choice that should be respected.,0.0
